symbol,concept,decision_session,candidate_count,eligible_count,economic_period_group_count,same_day_rejected_count,duration_candidates_at_latest_end,selection_status,selection_reason,selected_fact
JPM,StockholdersEquity,2024-04-19,688,640,61,0,"[{""accession_number"": ""0000019617-24-000225"", ""filed_date"": ""2024-02-16"", ""filing_period_match_score"": 0, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": null, ""period_end"": ""2023-12-31"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-24-000225"", ""concept"": ""StockholdersEquity"", ""filed_date"": ""2024-02-16"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-12-31"", ""period_start"": """", ""source_member"": ""financial_reports/jpm/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""c90bba9edf9c9d44d440f7b69ef951d85b00ca9e332d19b886f97d1de4037adb"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 327878000000}"
JPM,NetCashProvidedByUsedInOperatingActivities,2024-04-19,604,568,64,0,"[{""accession_number"": ""0000019617-24-000225"", ""filed_date"": ""2024-02-16"", ""filing_period_match_score"": 1, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-24-000225"", ""concept"": ""NetCashProvidedByUsedInOperatingActivities"", ""filed_date"": ""2024-02-16"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""annual"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/jpm/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""d1b2bf0507b6591bc62ca3d5bf07afa51f2f9cde0b1f574dc0a805e82f834aac"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 12974000000}"
JPM,NetCashProvidedByUsedInInvestingActivities,2024-04-19,604,568,64,0,"[{""accession_number"": ""0000019617-24-000225"", ""filed_date"": ""2024-02-16"", ""filing_period_match_score"": 1, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-24-000225"", ""concept"": ""NetCashProvidedByUsedInInvestingActivities"", ""filed_date"": ""2024-02-16"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""annual"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/jpm/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""64c59a5c23ca96348afa7013a57ef58b4162b9b8223f39820e594239b5aee6a6"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 67643000000}"
JPM,NetCashProvidedByUsedInFinancingActivities,2024-04-19,604,568,64,0,"[{""accession_number"": ""0000019617-24-000225"", ""filed_date"": ""2024-02-16"", ""filing_period_match_score"": 1, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-24-000225"", ""concept"": ""NetCashProvidedByUsedInFinancingActivities"", ""filed_date"": ""2024-02-16"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""annual"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/jpm/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""f549ed634eae0ab6181ce41c4e551ed0c21cfbecbb5dff56a45b0994240c1ab9"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": -25571000000}"
AAPL,Assets,2024-04-26,5628,5292,60,0,"[{""accession_number"": ""0000320193-24-000006"", ""filed_date"": ""2024-02-02"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q1"", ""period_duration_days"": null, ""period_end"": ""2023-12-30"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000320193-24-000006"", ""concept"": ""Assets"", ""filed_date"": ""2024-02-02"", ""form"": ""10-Q"", ""fp"": ""Q1"", ""fy"": 2024, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-12-30"", ""period_start"": """", ""source_member"": ""financial_reports/aapl/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""1db0ab33a515a943af29566e05a55b0a1a9ad8f25c25080751ee7d1985c252eb"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 353514000000}"
AAPL,Liabilities,2024-04-26,5544,5208,60,0,"[{""accession_number"": ""0000320193-24-000006"", ""filed_date"": ""2024-02-02"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q1"", ""period_duration_days"": null, ""period_end"": ""2023-12-30"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000320193-24-000006"", ""concept"": ""Liabilities"", ""filed_date"": ""2024-02-02"", ""form"": ""10-Q"", ""fp"": ""Q1"", ""fy"": 2024, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-12-30"", ""period_start"": """", ""source_member"": ""financial_reports/aapl/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""07916b3164ccf25841337d7262abdf3bf4862e4454dc97e7e39c3c39d863993a"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 279414000000}"
AAPL,StockholdersEquity,2024-04-26,9744,8904,62,0,"[{""accession_number"": ""0000320193-24-000006"", ""filed_date"": ""2024-02-02"", ""filing_period_match_score"": 0, ""form"": ""10-Q"", ""fp"": ""Q1"", ""period_duration_days"": null, ""period_end"": ""2023-12-30"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000320193-24-000006"", ""concept"": ""StockholdersEquity"", ""filed_date"": ""2024-02-02"", ""form"": ""10-Q"", ""fp"": ""Q1"", ""fy"": 2024, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-12-30"", ""period_start"": """", ""source_member"": ""financial_reports/aapl/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""bf98f154a26a0aa129a18f7c773e208a69a7b332516ce4e2b2e8198456c791ff"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 74100000000}"
AAPL,NetCashProvidedByUsedInOperatingActivities,2024-04-26,5082,4704,57,0,"[{""accession_number"": ""0000320193-24-000006"", ""filed_date"": ""2024-02-02"", ""filing_period_match_score"": 1, ""form"": ""10-Q"", ""fp"": ""Q1"", ""period_duration_days"": 91, ""period_end"": ""2023-12-30"", ""period_start"": ""2023-10-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000320193-24-000006"", ""concept"": ""NetCashProvidedByUsedInOperatingActivities"", ""filed_date"": ""2024-02-02"", ""form"": ""10-Q"", ""fp"": ""Q1"", ""fy"": 2024, ""period_duration_class"": ""quarterly"", ""period_duration_days"": 91, ""period_end"": ""2023-12-30"", ""period_start"": ""2023-10-01"", ""source_member"": ""financial_reports/aapl/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""fca3433c183825485a054844ab812837391876f177bccc6e85529e42a7b0ca00"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 39895000000}"
AAPL,NetCashProvidedByUsedInInvestingActivities,2024-04-26,5082,4704,57,0,"[{""accession_number"": ""0000320193-24-000006"", ""filed_date"": ""2024-02-02"", ""filing_period_match_score"": 1, ""form"": ""10-Q"", ""fp"": ""Q1"", ""period_duration_days"": 91, ""period_end"": ""2023-12-30"", ""period_start"": ""2023-10-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000320193-24-000006"", ""concept"": ""NetCashProvidedByUsedInInvestingActivities"", ""filed_date"": ""2024-02-02"", ""form"": ""10-Q"", ""fp"": ""Q1"", ""fy"": 2024, ""period_duration_class"": ""quarterly"", ""period_duration_days"": 91, ""period_end"": ""2023-12-30"", ""period_start"": ""2023-10-01"", ""source_member"": ""financial_reports/aapl/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""06fa562e48c0fb127bac27094411d7040c7457139a825a2fa50a7d9c0305cc63"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 1927000000}"
AAPL,NetCashProvidedByUsedInFinancingActivities,2024-04-26,5082,4704,57,0,"[{""accession_number"": ""0000320193-24-000006"", ""filed_date"": ""2024-02-02"", ""filing_period_match_score"": 1, ""form"": ""10-Q"", ""fp"": ""Q1"", ""period_duration_days"": 91, ""period_end"": ""2023-12-30"", ""period_start"": ""2023-10-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000320193-24-000006"", ""concept"": ""NetCashProvidedByUsedInFinancingActivities"", ""filed_date"": ""2024-02-02"", ""form"": ""10-Q"", ""fp"": ""Q1"", ""fy"": 2024, ""period_duration_class"": ""quarterly"", ""period_duration_days"": 91, ""period_end"": ""2023-12-30"", ""period_start"": ""2023-10-01"", ""source_member"": ""financial_reports/aapl/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""52a6eeac79ca71f796813622839c828f9d294cc1d5ab81b256eec199d21bba88"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": -30585000000}"
AMZN,Assets,2024-04-26,3536,3302,60,0,"[{""accession_number"": ""0001018724-24-000008"", ""filed_date"": ""2024-02-02"", ""filing_period_match_score"": 0, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": null, ""period_end"": ""2023-12-31"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0001018724-24-000008"", ""concept"": ""Assets"", ""filed_date"": ""2024-02-02"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-12-31"", ""period_start"": """", ""source_member"": ""financial_reports/amzn/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""d6fc766d65cf3f15392fa8a0d4c385b2d540cb7c858e62b35b8e55e2a248f725"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 527854000000}"
AMZN,Liabilities,2024-04-26,0,0,0,0,[],UNAVAILABLE,no PIT-safe fact with period end,
AMZN,StockholdersEquity,2024-04-26,5668,5148,62,0,"[{""accession_number"": ""0001018724-24-000008"", ""filed_date"": ""2024-02-02"", ""filing_period_match_score"": 0, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": null, ""period_end"": ""2023-12-31"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0001018724-24-000008"", ""concept"": ""StockholdersEquity"", ""filed_date"": ""2024-02-02"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-12-31"", ""period_start"": """", ""source_member"": ""financial_reports/amzn/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""7e5e29390df6bf65962673a7d172f907f9270ad83791bd993ef2be47e44495bb"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 201875000000}"
AMZN,NetCashProvidedByUsedInOperatingActivities,2024-04-26,7800,7306,143,0,"[{""accession_number"": ""0001018724-24-000008"", ""filed_date"": ""2024-02-02"", ""filing_period_match_score"": 1, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0001018724-24-000008"", ""concept"": ""NetCashProvidedByUsedInOperatingActivities"", ""filed_date"": ""2024-02-02"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""annual"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/amzn/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""a60abd42cd165c5dcbf563b391a70e8043b35272fbcf84c946425607a0ff5dbd"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 84946000000}"
AMZN,NetCashProvidedByUsedInInvestingActivities,2024-04-26,7800,7306,143,0,"[{""accession_number"": ""0001018724-24-000008"", ""filed_date"": ""2024-02-02"", ""filing_period_match_score"": 1, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0001018724-24-000008"", ""concept"": ""NetCashProvidedByUsedInInvestingActivities"", ""filed_date"": ""2024-02-02"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""annual"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/amzn/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""c09615d1cd56dd7f1b6163ad8daa495194226cfe693cb9982ad61f6df29201ea"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": -49833000000}"
AMZN,NetCashProvidedByUsedInFinancingActivities,2024-04-26,7800,7306,143,0,"[{""accession_number"": ""0001018724-24-000008"", ""filed_date"": ""2024-02-02"", ""filing_period_match_score"": 1, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0001018724-24-000008"", ""concept"": ""NetCashProvidedByUsedInFinancingActivities"", ""filed_date"": ""2024-02-02"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""annual"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/amzn/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""85f2866168421f41f358dd7b724ca5f820eda5ce25a1b4efe7e31ed1dad2606c"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": -15879000000}"
JPM,Assets,2024-04-26,752,704,60,0,"[{""accession_number"": ""0000019617-24-000225"", ""filed_date"": ""2024-02-16"", ""filing_period_match_score"": 0, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": null, ""period_end"": ""2023-12-31"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-24-000225"", ""concept"": ""Assets"", ""filed_date"": ""2024-02-16"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-12-31"", ""period_start"": """", ""source_member"": ""financial_reports/jpm/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""785286ca695e808817468e0f35bbad600e324b7940225586ba71890c02fcb151"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 3875393000000}"
JPM,Liabilities,2024-04-26,540,508,60,0,"[{""accession_number"": ""0000019617-24-000225"", ""filed_date"": ""2024-02-16"", ""filing_period_match_score"": 0, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": null, ""period_end"": ""2023-12-31"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-24-000225"", ""concept"": ""Liabilities"", ""filed_date"": ""2024-02-16"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-12-31"", ""period_start"": """", ""source_member"": ""financial_reports/jpm/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""54615bfb9cdbe1c99b9c84940fd23fba86aa24803437a6e68b46171a5855b6b1"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 3547515000000}"
JPM,StockholdersEquity,2024-04-26,688,640,61,0,"[{""accession_number"": ""0000019617-24-000225"", ""filed_date"": ""2024-02-16"", ""filing_period_match_score"": 0, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": null, ""period_end"": ""2023-12-31"", ""period_start"": """"}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-24-000225"", ""concept"": ""StockholdersEquity"", ""filed_date"": ""2024-02-16"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""point_in_time"", ""period_duration_days"": null, ""period_end"": ""2023-12-31"", ""period_start"": """", ""source_member"": ""financial_reports/jpm/condensed_consolidated_balance_sheets.json"", ""source_provenance_hash"": ""c90bba9edf9c9d44d440f7b69ef951d85b00ca9e332d19b886f97d1de4037adb"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 327878000000}"
JPM,NetCashProvidedByUsedInOperatingActivities,2024-04-26,604,568,64,0,"[{""accession_number"": ""0000019617-24-000225"", ""filed_date"": ""2024-02-16"", ""filing_period_match_score"": 1, ""form"": ""10-K"", ""fp"": ""FY"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01""}]",AVAILABLE,latest PIT-safe economic period; filing-period duration preference applied,"{""accession_number"": ""0000019617-24-000225"", ""concept"": ""NetCashProvidedByUsedInOperatingActivities"", ""filed_date"": ""2024-02-16"", ""form"": ""10-K"", ""fp"": ""FY"", ""fy"": 2023, ""period_duration_class"": ""annual"", ""period_duration_days"": 365, ""period_end"": ""2023-12-31"", ""period_start"": ""2023-01-01"", ""source_member"": ""financial_reports/jpm/condensed_consolidated_statement_of_cash_flows.json"", ""source_provenance_hash"": ""d1b2bf0507b6591bc62ca3d5bf07afa51f2f9cde0b1f574dc0a805e82f834aac"", ""taxonomy"": ""us-gaap"", ""unit"": ""USD"", ""value"": 12974000000}"
